1,0,0,0,0,0.077
1,0,0,0,1,0.075
1,0,0,0,2,0.083
1,0,0,0,3,0.137
1,0,0,0,4,0.068
1,0,0,0,5,0.01
1,0,0,0,6,0.156
1,0,0,0,7,0.113
1,0,0,0,8,0.088
1,0,0,0,9,0.161
1,0,0,0,10,0.17
1,0,0,0,11,0.113
1,0,0,1,0,0.076
1,0,0,1,1,0.076
1,0,0,1,2,0.082
1,0,0,1,3,0.133
1,0,0,1,4,0.068
1,0,0,1,5,0.019
1,0,0,1,6,0.156
1,0,0,1,7,0.108
1,0,0,1,8,0.097
1,0,0,1,9,0.163
1,0,0,1,10,0.169
1,0,0,1,11,0.113
1,0,0,2,0,0.076
1,0,0,2,1,0.076
1,0,0,2,2,0.082
1,0,0,2,3,0.133
1,0,0,2,4,0.069
1,0,0,2,5,0.014
1,0,0,2,6,0.156
1,0,0,2,7,0.114
1,0,0,2,8,0.084
1,0,0,2,9,0.163
1,0,0,2,10,0.169
1,0,0,2,11,0.113
1,0,0,3,0,0.076
1,0,0,3,1,0.075
1,0,0,3,2,0.084
1,0,0,3,3,0.126
1,0,0,3,4,0.067
1,0,0,3,5,0.018
1,0,0,3,6,0.154
1,0,0,3,7,0.101
1,0,0,3,8,0.097
1,0,0,3,9,0.166
1,0,0,3,10,0.165
1,0,0,3,11,0.114
1,0,0,4,0,0.07
1,0,0,4,1,0.07
1,0,0,4,2,0.082
1,0,0,4,3,0.133
1,0,0,4,4,0.065
1,0,0,4,5,0.015
1,0,0,4,6,0.148
1,0,0,4,7,0.113
1,0,0,4,8,0.091
1,0,0,4,9,0.159
1,0,0,4,10,0.163
1,0,0,4,11,0.113
1,0,0,5,0,0.07
1,0,0,5,1,0.077
1,0,0,5,2,0.081
1,0,0,5,3,0.136
1,0,0,5,4,0.07
1,0,0,5,5,0.011
1,0,0,5,6,0.162
1,0,0,5,7,0.114
1,0,0,5,8,0.096
1,0,0,5,9,0.158
1,0,0,5,10,0.169
1,0,0,5,11,0.116
1,0,0,6,0,0.071
1,0,0,6,1,0.075
1,0,0,6,2,0.084
1,0,0,6,3,0.131
1,0,0,6,4,0.069
1,0,0,6,5,0.023
1,0,0,6,6,0.159
1,0,0,6,7,0.113
1,0,0,6,8,0.104
1,0,0,6,9,0.168
1,0,0,6,10,0.168
1,0,0,6,11,0.118
1,0,0,7,0,0.076
1,0,0,7,1,0.078
1,0,0,7,2,0.091
1,0,0,7,3,0.13
1,0,0,7,4,0.058
1,0,0,7,5,0.013
1,0,0,7,6,0.154
1,0,0,7,7,0.1
1,0,0,7,8,0.102
1,0,0,7,9,0.172
1,0,0,7,10,0.166
1,0,0,7,11,0.117
1,0,1,0,0,0.075
1,0,1,0,1,0.072
1,0,1,0,2,0.083
1,0,1,0,3,0.135
1,0,1,0,4,0.067
1,0,1,0,5,0.011
1,0,1,0,6,0.146
1,0,1,0,7,0.131
1,0,1,0,8,0.095
1,0,1,0,9,0.177
1,0,1,0,10,0.164
1,0,1,0,11,0.12
1,0,1,1,0,0.079
1,0,1,1,1,0.075
1,0,1,1,2,0.09
1,0,1,1,3,0.153
1,0,1,1,4,0.066
1,0,1,1,5,0.018
1,0,1,1,6,0.154
1,0,1,1,7,0.12
1,0,1,1,8,0.101
1,0,1,1,9,0.173
1,0,1,1,10,0.16
1,0,1,1,11,0.12
1,0,1,2,0,0.074
1,0,1,2,1,0.068
1,0,1,2,2,0.089
1,0,1,2,3,0.151
1,0,1,2,4,0.069
1,0,1,2,5,0.01
1,0,1,2,6,0.152
1,0,1,2,7,0.122
1,0,1,2,8,0.086
1,0,1,2,9,0.181
1,0,1,2,10,0.158
1,0,1,2,11,0.124
1,0,1,3,0,0.074
1,0,1,3,1,0.076
1,0,1,3,2,0.082
1,0,1,3,3,0.147
1,0,1,3,4,0.069
1,0,1,3,5,0.018
1,0,1,3,6,0.156
1,0,1,3,7,0.13
1,0,1,3,8,0.1
1,0,1,3,9,0.157
1,0,1,3,10,0.156
1,0,1,3,11,0.113
1,0,1,4,0,0.077
1,0,1,4,1,0.076
1,0,1,4,2,0.091
1,0,1,4,3,0.146
1,0,1,4,4,0.071
1,0,1,4,5,0.013
1,0,1,4,6,0.151
1,0,1,4,7,0.115
1,0,1,4,8,0.088
1,0,1,4,9,0.151
1,0,1,4,10,0.159
1,0,1,4,11,0.115
1,0,1,5,0,0.078
1,0,1,5,1,0.076
1,0,1,5,2,0.087
1,0,1,5,3,0.142
1,0,1,5,4,0.066
1,0,1,5,5,0.014
1,0,1,5,6,0.157
1,0,1,5,7,0.139
1,0,1,5,8,0.097
1,0,1,5,9,0.16
1,0,1,5,10,0.161
1,0,1,5,11,0.118
1,0,1,6,0,0.08
1,0,1,6,1,0.082
1,0,1,6,2,0.091
1,0,1,6,3,0.132
1,0,1,6,4,0.068
1,0,1,6,5,0.017
1,0,1,6,6,0.163
1,0,1,6,7,0.137
1,0,1,6,8,0.089
1,0,1,6,9,0.176
1,0,1,6,10,0.164
1,0,1,6,11,0.128
1,0,1,7,0,0.075
1,0,1,7,1,0.074
1,0,1,7,2,0.083
1,0,1,7,3,0.14
1,0,1,7,4,0.069
1,0,1,7,5,0.017
1,0,1,7,6,0.163
1,0,1,7,7,0.121
1,0,1,7,8,0.091
1,0,1,7,9,0.176
1,0,1,7,10,0.157
1,0,1,7,11,0.122
1,0,2,0,0,0.083
1,0,2,0,1,0.085
1,0,2,0,2,0.092
1,0,2,0,3,0.148
1,0,2,0,4,0.065
1,0,2,0,5,0.024
1,0,2,0,6,0.163
1,0,2,0,7,0.121
1,0,2,0,8,0.093
1,0,2,0,9,0.156
1,0,2,0,10,0.173
1,0,2,0,11,0.129
1,0,2,1,0,0.084
1,0,2,1,1,0.086
1,0,2,1,2,0.09
1,0,2,1,3,0.141
1,0,2,1,4,0.068
1,0,2,1,5,0.021
1,0,2,1,6,0.16
1,0,2,1,7,0.114
1,0,2,1,8,0.104
1,0,2,1,9,0.152
1,0,2,1,10,0.168
1,0,2,1,11,0.122
1,0,2,2,0,0.085
1,0,2,2,1,0.088
1,0,2,2,2,0.092
1,0,2,2,3,0.139
1,0,2,2,4,0.066
1,0,2,2,5,0.018
1,0,2,2,6,0.164
1,0,2,2,7,0.106
1,0,2,2,8,0.101
1,0,2,2,9,0.155
1,0,2,2,10,0.185
1,0,2,2,11,0.135
1,0,2,3,0,0.084
1,0,2,3,1,0.085
1,0,2,3,2,0.102
1,0,2,3,3,0.149
1,0,2,3,4,0.073
1,0,2,3,5,0.014
1,0,2,3,6,0.165
1,0,2,3,7,0.133
1,0,2,3,8,0.089
1,0,2,3,9,0.162
1,0,2,3,10,0.182
1,0,2,3,11,0.15
1,0,2,4,0,0.083
1,0,2,4,1,0.083
1,0,2,4,2,0.094
1,0,2,4,3,0.125
1,0,2,4,4,0.071
1,0,2,4,5,0.018
1,0,2,4,6,0.137
1,0,2,4,7,0.124
1,0,2,4,8,0.103
1,0,2,4,9,0.187
1,0,2,4,10,0.146
1,0,2,4,11,0.107
1,0,2,5,0,0.073
1,0,2,5,1,0.077
1,0,2,5,2,0.087
1,0,2,5,3,0.133
1,0,2,5,4,0.057
1,0,2,5,5,0.021
1,0,2,5,6,0.157
1,0,2,5,7,0.103
1,0,2,5,8,0.102
1,0,2,5,9,0.156
1,0,2,5,10,0.168
1,0,2,5,11,0.117
1,0,2,6,0,0.082
1,0,2,6,1,0.081
1,0,2,6,2,0.089
1,0,2,6,3,0.138
1,0,2,6,4,0.068
1,0,2,6,5,0.027
1,0,2,6,6,0.155
1,0,2,6,7,0.129
1,0,2,6,8,0.096
1,0,2,6,9,0.17
1,0,2,6,10,0.164
1,0,2,6,11,0.123
1,0,2,7,0,0.078
1,0,2,7,1,0.081
1,0,2,7,2,0.092
1,0,2,7,3,0.142
1,0,2,7,4,0.069
1,0,2,7,5,0.019
1,0,2,7,6,0.155
1,0,2,7,7,0.134
1,0,2,7,8,0.089
1,0,2,7,9,0.162
1,0,2,7,10,0.179
1,0,2,7,11,0.131
1,0,3,0,0,0.077
1,0,3,0,1,0.078
1,0,3,0,2,0.087
1,0,3,0,3,0.128
1,0,3,0,4,0.067
1,0,3,0,5,0.014
1,0,3,0,6,0.152
1,0,3,0,7,0.106
1,0,3,0,8,0.091
1,0,3,0,9,0.18
1,0,3,0,10,0.172
1,0,3,0,11,0.122
1,0,3,1,0,0.073
1,0,3,1,1,0.079
1,0,3,1,2,0.092
1,0,3,1,3,0.128
1,0,3,1,4,0.067
1,0,3,1,5,0.016
1,0,3,1,6,0.153
1,0,3,1,7,0.108
1,0,3,1,8,0.099
1,0,3,1,9,0.161
1,0,3,1,10,0.174
1,0,3,1,11,0.122
1,0,3,2,0,0.075
1,0,3,2,1,0.079
1,0,3,2,2,0.091
1,0,3,2,3,0.126
1,0,3,2,4,0.066
1,0,3,2,5,0.011
1,0,3,2,6,0.151
1,0,3,2,7,0.125
1,0,3,2,8,0.098
1,0,3,2,9,0.16
1,0,3,2,10,0.172
1,0,3,2,11,0.117
1,0,3,3,0,0.072
1,0,3,3,1,0.071
1,0,3,3,2,0.077
1,0,3,3,3,0.13
1,0,3,3,4,0.057
1,0,3,3,5,0.013
1,0,3,3,6,0.149
1,0,3,3,7,0.113
1,0,3,3,8,0.093
1,0,3,3,9,0.166
1,0,3,3,10,0.176
1,0,3,3,11,0.125
1,0,3,4,0,0.073
1,0,3,4,1,0.073
1,0,3,4,2,0.079
1,0,3,4,3,0.134
1,0,3,4,4,0.06
1,0,3,4,5,0.013
1,0,3,4,6,0.165
1,0,3,4,7,0.112
1,0,3,4,8,0.087
1,0,3,4,9,0.172
1,0,3,4,10,0.179
1,0,3,4,11,0.134
1,0,3,5,0,0.076
1,0,3,5,1,0.074
1,0,3,5,2,0.087
1,0,3,5,3,0.129
1,0,3,5,4,0.067
1,0,3,5,5,0.011
1,0,3,5,6,0.15
1,0,3,5,7,0.109
1,0,3,5,8,0.099
1,0,3,5,9,0.172
1,0,3,5,10,0.173
1,0,3,5,11,0.121
1,0,3,6,0,0.077
1,0,3,6,1,0.076
1,0,3,6,2,0.089
1,0,3,6,3,0.132
1,0,3,6,4,0.065
1,0,3,6,5,0.017
1,0,3,6,6,0.151
1,0,3,6,7,0.111
1,0,3,6,8,0.081
1,0,3,6,9,0.16
