0.0,3.0,11.0,20.0,30.0,8.0,7.0,10.0
1.0,0.0,9.0,18.0,36.0,6.0,8.0,12.0
5.0,6.0,0.0,25.0,38.0,5.0,10.0,19.0
4.0,6.0,15.0,0.0,8.0,3.0,4.0,3.0
4.0,7.0,12.0,5.0,0.0,6.0,6.0,3.0
1.0,1.0,9.0,18.0,26.0,0.0,0.0,9.0
1.0,0.0,7.0,19.0,24.0,0.0,0.0,11.0
2.0,6.0,12.0,7.0,19.0,5.0,2.0,0.0
