0,0,0,0,0,0.761229314421
0,0,0,0,1,0.760047281324
0,0,0,0,2,0.255319148936
0,0,0,0,3,0.784869976359
0,0,0,0,4,0.780141843972
0,0,0,0,5,0.241134751773
0,0,0,0,6,0.495271867612
0,0,0,0,7,0.739952718676
0,0,0,0,8,0.738770685579
0,0,0,0,9,0.717494089835
0,0,0,0,10,0.632387706856
0,0,0,0,11,0.644208037825
0,0,0,1,0,0.755319148936
0,0,0,1,1,0.761229314421
0,0,0,1,2,0.244680851064
0,0,0,1,3,0.787234042553
0,0,0,1,4,0.777777777778
0,0,0,1,5,0.241134751773
0,0,0,1,6,0.492907801418
0,0,0,1,7,0.741134751773
0,0,0,1,8,0.74231678487
0,0,0,1,9,0.715130023641
0,0,0,1,10,0.626477541371
0,0,0,1,11,0.637115839243
0,0,0,2,0,0.763593380615
0,0,0,2,1,0.763593380615
0,0,0,2,2,0.264775413712
0,0,0,2,3,0.795508274232
0,0,0,2,4,0.778959810875
0,0,0,2,5,0.24231678487
0,0,0,2,6,0.485815602837
0,0,0,2,7,0.747044917258
0,0,0,2,8,0.738770685579
0,0,0,2,9,0.705673758865
0,0,0,2,10,0.626477541371
0,0,0,2,11,0.639479905437
0,0,0,3,0,0.743498817967
0,0,0,3,1,0.74231678487
0,0,0,3,2,0.260047281324
0,0,0,3,3,0.787234042553
0,0,0,3,4,0.765957446809
0,0,0,3,5,0.239952718676
0,0,0,3,6,0.476359338061
0,0,0,3,7,0.739952718676
0,0,0,3,8,0.739952718676
0,0,0,3,9,0.717494089835
0,0,0,3,10,0.606382978723
0,0,0,3,11,0.62293144208
0,0,0,4,0,0.743498817967
0,0,0,4,1,0.744680851064
0,0,0,4,2,0.239952718676
0,0,0,4,3,0.789598108747
0,0,0,4,4,0.770685579196
0,0,0,4,5,0.241134751773
0,0,0,4,6,0.470449172577
0,0,0,4,7,0.732860520095
0,0,0,4,8,0.738770685579
0,0,0,4,9,0.71158392435
0,0,0,4,10,0.608747044917
0,0,0,4,11,0.613475177305
0,0,0,5,0,0.761229314421
0,0,0,5,1,0.760047281324
0,0,0,5,2,0.256501182033
0,0,0,5,3,0.784869976359
0,0,0,5,4,0.780141843972
0,0,0,5,5,0.241134751773
0,0,0,5,6,0.48463356974
0,0,0,5,7,0.736406619385
0,0,0,5,8,0.739952718676
0,0,0,5,9,0.708037825059
0,0,0,5,10,0.648936170213
0,0,0,5,11,0.656028368794
0,0,0,6,0,0.760047281324
0,0,0,6,1,0.761229314421
0,0,0,6,2,0.25768321513
0,0,0,6,3,0.780141843972
0,0,0,6,4,0.776595744681
0,0,0,6,5,0.241134751773
0,0,0,6,6,0.473995271868
0,0,0,6,7,0.736406619385
0,0,0,6,8,0.735224586288
0,0,0,6,9,0.718676122931
0,0,0,6,10,0.652482269504
0,0,0,6,11,0.657210401891
0,0,0,7,0,0.739952718676
0,0,0,7,1,0.748226950355
0,0,0,7,2,0.265957446809
0,0,0,7,3,0.78841607565
0,0,0,7,4,0.778959810875
0,0,0,7,5,0.24231678487
0,0,0,7,6,0.481087470449
0,0,0,7,7,0.741134751773
0,0,0,7,8,0.736406619385
0,0,0,7,9,0.705673758865
0,0,0,7,10,0.596926713948
0,0,0,7,11,0.626477541371
